2018.01.02 08:00:00,buy
2018.01.03 08:00:00,sell
2018.01.04 08:00:00,buy
2018.01.05 08:00:00,sell
2018.01.08 08:00:00,buy
2018.01.09 08:00:00,buy
2018.01.10 08:00:00,buy
2018.01.11 08:00:00,sell
2018.01.12 08:00:00,sell
2018.01.15 08:00:00,sell
2018.01.16 08:00:00,sell
2018.01.17 08:00:00,sell
2018.01.18 08:00:00,buy
2018.01.19 08:00:00,sell
2018.01.22 08:00:00,buy
2018.01.23 08:00:00,buy
2018.01.24 08:00:00,sell
2018.01.25 08:00:00,sell
2018.01.26 08:00:00,sell
2018.01.29 08:00:00,sell
2018.01.30 08:00:00,buy
2018.01.31 08:00:00,sell
2018.02.01 08:00:00,sell
2018.02.02 08:00:00,sell
2018.02.05 08:00:00,buy
2018.02.06 08:00:00,buy
2018.02.07 08:00:00,buy
2018.02.08 08:00:00,buy
2018.02.09 08:00:00,sell
2018.02.12 08:00:00,buy
2018.02.13 08:00:00,sell
2018.02.14 08:00:00,sell
2018.02.15 08:00:00,sell
2018.02.16 08:00:00,sell
2018.02.19 08:00:00,buy
2018.02.20 08:00:00,buy
2018.02.21 08:00:00,buy
2018.02.22 08:00:00,buy
2018.02.23 08:00:00,sell
2018.02.26 08:00:00,buy
2018.02.27 08:00:00,buy
2018.02.28 08:00:00,buy
2018.03.01 08:00:00,buy
2018.03.02 08:00:00,sell
2018.03.05 08:00:00,sell
2018.03.06 08:00:00,buy
2018.03.07 08:00:00,sell
2018.03.08 08:00:00,buy
2018.03.09 08:00:00,buy
2018.03.12 08:00:00,sell
2018.03.13 08:00:00,sell
2018.03.14 08:00:00,sell
2018.03.15 08:00:00,buy
2018.03.16 08:00:00,buy
2018.03.19 08:00:00,buy
2018.03.20 08:00:00,sell
2018.03.21 08:00:00,buy
2018.03.22 08:00:00,sell
2018.03.23 08:00:00,sell
2018.03.26 08:00:00,buy
2018.03.27 08:00:00,sell
2018.03.28 08:00:00,buy
2018.03.29 08:00:00,buy
2018.03.30 08:00:00,sell
2018.04.02 08:00:00,sell
2018.04.03 08:00:00,buy
2018.04.04 08:00:00,buy
2018.04.05 08:00:00,buy
2018.04.06 08:00:00,buy
2018.04.09 08:00:00,sell
2018.04.10 08:00:00,sell
2018.04.11 08:00:00,buy
2018.04.12 08:00:00,buy
2018.04.13 08:00:00,buy
2018.04.16 08:00:00,buy
2018.04.17 08:00:00,sell
2018.04.18 08:00:00,buy
2018.04.19 08:00:00,buy
2018.04.20 08:00:00,buy
2018.04.23 08:00:00,buy
2018.04.24 08:00:00,buy
2018.04.25 08:00:00,buy
2018.04.26 08:00:00,buy
2018.04.27 08:00:00,buy
2018.04.30 08:00:00,sell
2018.05.01 08:00:00,buy
2018.05.02 08:00:00,buy
2018.05.03 08:00:00,buy
2018.05.04 08:00:00,sell
2018.05.07 08:00:00,buy
2018.05.08 08:00:00,buy
2018.05.09 08:00:00,sell
2018.05.10 08:00:00,buy
2018.05.11 08:00:00,sell
2018.05.14 08:00:00,sell
2018.05.15 08:00:00,buy
2018.05.16 08:00:00,buy
2018.05.17 08:00:00,sell
2018.05.18 08:00:00,buy
2018.05.21 08:00:00,sell
2018.05.22 08:00:00,sell
2018.05.23 08:00:00,sell
2018.05.24 08:00:00,buy
2018.05.25 08:00:00,sell
2018.05.28 08:00:00,buy
2018.05.29 08:00:00,buy
2018.05.30 08:00:00,sell
2018.05.31 08:00:00,sell
2018.06.01 08:00:00,sell
2018.06.04 08:00:00,buy
2018.06.05 08:00:00,sell
2018.06.06 08:00:00,sell
2018.06.07 08:00:00,buy
2018.06.08 08:00:00,sell
2018.06.11 08:00:00,buy
2018.06.12 08:00:00,buy
2018.06.13 08:00:00,buy
2018.06.14 08:00:00,sell
2018.06.15 08:00:00,buy
2018.06.18 08:00:00,buy
2018.06.19 08:00:00,sell
2018.06.20 08:00:00,sell
2018.06.21 08:00:00,buy
2018.06.22 08:00:00,sell
2018.06.25 08:00:00,sell
2018.06.26 08:00:00,sell
2018.06.27 08:00:00,buy
2018.06.28 08:00:00,buy
2018.06.29 08:00:00,buy
2018.07.02 08:00:00,sell
2018.07.03 08:00:00,buy
2018.07.04 08:00:00,sell
2018.07.05 08:00:00,buy
2018.07.06 08:00:00,buy
2018.07.09 08:00:00,sell
2018.07.10 08:00:00,buy
2018.07.11 08:00:00,buy
2018.07.12 08:00:00,buy
2018.07.13 08:00:00,buy
2018.07.16 08:00:00,sell
2018.07.17 08:00:00,sell
2018.07.18 08:00:00,buy
2018.07.19 08:00:00,sell
2018.07.20 08:00:00,buy
2018.07.23 08:00:00,sell
2018.07.24 08:00:00,buy
2018.07.25 08:00:00,buy
2018.07.26 08:00:00,sell
2018.07.27 08:00:00,buy
2018.07.30 08:00:00,sell
2018.07.31 08:00:00,sell
2018.08.01 08:00:00,buy
2018.08.02 08:00:00,buy
2018.08.03 08:00:00,buy
2018.08.06 08:00:00,sell
2018.08.07 08:00:00,buy
2018.08.08 08:00:00,sell
2018.08.09 08:00:00,sell
2018.08.10 08:00:00,buy
2018.08.13 08:00:00,buy
